idprojeto,nuacao,nmacao,dsacao,dtinicio,dtfim,vlrecucacb,vlrecuentidecon,vlrecuentidfina,vlrecucontrapar,vlrecutotal,stacao,aprovacao_previa,centro_custo,centro_custo_adm,idtipo,nome_responsavel,telefone_responsavel,email_responsavel,dtinicio_realizada,dtfim_realizada,dtaprova_encerra_analista,dtaprova_encerra_entidadeprop,dtaprova_encerra_entidadeexec,motivo_encerramento,iddocscomprobatorios,iddocsencerramento,idmodelosimpressao,dtinicio_nova_previsao,dtfim_nova_previsao,comentario
41,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2888.89,0.00,0.00,0.00,2888.89,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
41,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4333.33,0.00,0.00,0.00,4333.33,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
41,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5777.78,0.00,0.00,0.00,5777.78,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
41,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-15,2014-12-15,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-12-15,
41,6,Gestão Administrativo / Financeiro,"Realizar consultorias individuais na área de administração e finanças, para aprimorar os processos de gestão.",2013-08-15,2014-02-20,21907.08,8500.00,9055.56,17555.56,39462.64,con,,,,,,,,,,,,,,,,,2013-08-15,2014-02-20,
41,7,Marketing,Realizar consultorias individuais de marketing com objetivo de preparar as empresas para ações coletivas.,2014-03-01,2014-08-30,18000.00,9000.00,6000.00,15000.00,33000.00,red,,,,,,,,,,,,,,,,,2014-03-01,2014-08-30,
41,8,Acesso a mercados,Realizar ações de marketing em conjunto com foco na divulgação e promoção das empresas para conquista de novos mercados.,2014-02-01,2015-07-30,11501.00,5500.00,5000.00,10500.00,22001.00,and,,,,,,,,,,,,,,,,,2014-02-01,2015-07-30,
41,9,Recursos humanos,Realizar consultorias individualizadas com suporte de treinamentos para o desenvolvimen- to dos empresários e colaboradores.,2014-09-01,2015-07-30,15036.36,8500.00,5500.00,14000.00,29036.36,red,,,,,,,,,,,,,,,,,2014-09-01,2015-07-30,
42,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1444.45,0.00,0.00,0.00,1444.45,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
42,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2888.89,0.00,0.00,0.00,2888.89,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
42,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4333.33,0.00,0.00,0.00,4333.33,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
42,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5777.78,0.00,0.00,0.00,5777.78,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
42,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto",2013-08-15,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-12-30,
42,6,Marketing,Essa ação visa realizar consultorias individualizadas para promover o aprimoramento das estratégias de marketing,2013-08-15,2014-01-30,40250.11,20549.99,14084.89,34634.88,74884.99,con,,,,,,,,,,,,,,,,,2013-08-15,2014-01-30,
42,7,Ações de Marketing em conjunto,"Essa ação visa a realização de marketing conjunto para divulgação das empresas, com o objetivo de aumentar o faturamento e a carteira de novos clientes.",2014-02-01,2015-07-30,12000.00,4700.00,4300.00,9000.00,21000.00,and,,,,,,,,,,,,,,,,,2014-02-01,2015-07-30,
42,8,Gestão Administrativa e Financeira,Essa ação visa a realização de consultorias individualizadas para implantação de ferramentas pa,2014-02-01,2014-12-15,14194.33,6450.00,6970.67,13420.67,27615.00,con,,,,,,,,,,,,,,,,,2014-02-01,2014-12-15,
42,9,Gestão de Pessoas,Essa ação visa o aprimoramento de ferramentas para o desenvolvimento das melhores pra,2015-01-05,2015-07-31,0.00,0.01,0.00,0.01,0.01,red,,,,,,,,,,,,,,,,,2015-01-05,2015-07-31,
43,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1383.34,0.00,0.00,0.00,1383.34,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
43,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2766.67,0.00,0.00,0.00,2766.67,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
43,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4150.00,0.00,0.00,0.00,4150.00,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
43,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-15,5533.33,0.00,0.00,0.00,5533.33,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-15,
43,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-15,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-12-30,
43,6,Gestão Administrativo / Financeiro,Realizar consultorias individuais e coletivas nas áreas de administração e finanças para aprimorar as ferramentas de gestão.,2013-08-15,2014-02-28,21833.33,9000.00,8666.67,17666.67,39500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-02-28,
43,7,Programa de Capacitação Técnica,Realizar cursos e palestras para a melhoria dos processos técnicos para empresários e colaboradores.,2014-02-01,2015-07-31,20400.00,6000.00,7500.00,13500.00,33900.00,and,,,,,,,,,,,,,,,,,2014-02-01,2015-07-31,
43,8,Marketing,"Realizar consultorias individualizadas de marketing digital, marketing de relacionamento e",2014-06-01,2014-12-30,16500.00,10000.00,2000.00,12000.00,28500.00,atr,,,,,,,,,,,,,,,,,2014-06-01,2014-12-30,
43,9,Inspeção Veicular,"Realizar 2 (dois) eventos, para fazer a inspeção veicular gratuita nos principais itens de segurança dos veículos da frota da cidade de Ribeirão Preto.",2014-01-10,2015-07-31,4900.00,5400.00,5800.00,11200.00,16100.00,and,,,,,,,,,,,,,,,,,2014-01-10,2015-07-31,
44,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1511.12,0.00,0.00,0.00,1511.12,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
44,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3022.22,0.00,0.00,0.00,3022.22,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
44,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4533.33,0.00,0.00,0.00,4533.33,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
44,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,6044.44,0.00,0.00,0.00,6044.44,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
44,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-15,2014-12-31,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-12-31,
44,6,Festival Gastronômico,"Realizar 02 (dois) festivais gastronômicos, cujo objetivo será fortalecer a marca Amigos da Boa Mesa e as empresas nucleadas. Fortalecer o evento como uma iniciativa de sucesso que pretende perpetuar-se no município, tornando-se referência no interior do estado.",2013-08-20,2015-07-31,15000.00,10000.00,8910.89,18910.89,33910.89,and,,,,,,,,,,,,,,,,,2013-08-20,2015-07-31,
44,7,Ações de Marketing,Desenvolver ações de marketing a fim de fortalecer a marca Amigos da Boa Mesa e as empresas integrantes ao núcleo.,2013-08-15,2015-06-30,10000.00,6000.00,6500.00,12500.00,22500.00,and,,,,,,,,,,,,,,,,,2013-08-15,2015-06-30,
44,8,Missões Empresariais,"Participar de visitas técnicas a empresas conceituadas no mercado e de feiras de negócios do setor a fim de conhecê-las, trocar experiências e ampliar a visão de negócios",2013-08-30,2015-03-30,6656.11,4988.00,5000.00,9988.00,16644.11,con,,,,,,,,,,,,,,,,,2013-08-30,2015-03-30,
44,9,Capacitação técnica e de gestão,Desenvolver um programa de reciclagem no conhecimento dos colaboradores da área de atendimento e produção através de capacitações técnicas e capacitações em gestão para os empresários.,2013-09-20,2015-05-30,37855.00,11920.00,6670.00,18590.00,56445.00,and,,,,,,,,,,,,,,,,,2013-09-20,2015-05-30,
45,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1555.56,0.00,0.00,0.00,1555.56,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
45,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,3111.11,0.00,0.00,0.00,3111.11,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
45,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4666.67,0.00,0.00,0.00,4666.67,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
45,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,6222.22,0.00,0.00,0.00,6222.22,and,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
45,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-15,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-12-30,
45,6,Desenvolver programa de inovação tecnológica,"Desenvolver um programa de inovação tecnológica através de consultorias es- pecializadas, melhoria dos equipamentos e uma grade de capacitação técnica para colabo- radores e empresários, com ênfase na melhoria dos processos.",2013-09-01,2014-12-30,46500.00,10000.00,11504.44,21504.44,68004.44,and,,,,,,,,,,,,,,,,,2013-09-01,2014-12-30,
45,7,Ações de Marketing,Desenvolver ações de marketing coletivo a fim de melhorar a divulgação das empresas integrantes ao núcleo e da marca NAR.,2013-08-15,2015-06-30,25055.56,8800.00,6220.00,15020.00,40075.56,and,,,,,,,,,,,,,,,,,2013-08-15,2015-06-30,
45,8,BlitzEcológica -ECONAR,"Realizar duas Blitz Ecológicas, uma no ano de 2013 e outra no ano de 2014, para diagnóstico de análise de gás veicular, divulgação das empresas e prospecção de clientes, além de oferecer durante o evento diversas orientações visando a constante manutenção periódica de seus automóveis.",2013-08-15,2014-11-15,0.00,15420.00,10000.00,25420.00,25420.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-11-15,
46,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1338.89,0.00,0.00,0.00,1338.89,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
46,2,Gestão e Monitoramento,Ação obrigatória formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2015-07-31,2677.78,0.00,0.00,0.00,2677.78,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
46,3,Acompanhamento da execução das mensurações,Ação obrigatória formada pelo conjunto de atividades necessárias à mensuração dos resultados do projeto.,2013-08-01,2015-07-31,4016.67,0.00,0.00,0.00,4016.67,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
46,4,Acompanhamento da execução das avaliações,"Ação obrigatória formada pelo conjunto de atividades necessárias à avaliação do projeto e sua revisão com vistas à melhoria de seu desempenho e aumento da efetividade. Essa atividade será realizada com auxílio da Equipe de Projeto, que utilizará os resultados obtidos nas pesquisas T0, T1 e T2 como base para análise do projeto.",2013-08-01,2015-07-31,5355.56,0.00,0.00,0.00,5355.56,con,,,,,,,,,,,,,,,,,2013-08-01,2015-07-31,
46,5,Fortalecimento da cultura associativista.,"Participar de dois Encontros Estaduais do Empreender Competitivo um em cada ano, com os empresários integrantes do projeto.",2013-08-01,2014-12-30,0.00,0.00,6500.00,6500.00,6500.00,con,,,,,,,,,,,,,,,,,2013-08-01,2014-12-30,
46,6,Melhorias dos processos e organização Interna,"Realizar consultorias para a adequação e organização dos processos internos, de acordo com os conceitos de qualidade dos cinco sensos (5S).",2013-08-15,2014-06-30,11000.00,4000.00,5000.00,9000.00,20000.00,con,,,,,,,,,,,,,,,,,2013-08-15,2014-06-30,
46,7,Marketing,Desenvolver campanhas promocionais de produtos e serviços para melhorar a divulgação das empresas no mercado local e regional.,2015-01-02,2015-06-30,5000.00,5400.00,3600.00,9000.00,14000.00,con,,,,,,,,,,,,,,,,,2015-01-02,2015-06-30,
46,8,Programa de certificação e recertificação,"Realizar auditorias para a manutenção da certificação atual e, adequar às demais empresas de acordo com as normas do Instituto da Qualidade Automotiva – IQA, para obtenção da certificação.",2013-11-01,2015-05-30,30088.89,12000.00,12911.11,24911.11,55000.00,con,,,,,,,,,,,,,,,,,2013-11-01,2015-05-30,
46,9,Aperfeiçoamento dos processos de gestão,"Realizar consultorias individuais e capacitações coletivas para dar maior eficácia aos controles gerenciais, ajudando os empresários nas tomadas de decisões.",2014-06-01,2014-09-30,15500.00,8000.00,1500.00,9500.00,25000.00,con,,,,,,,,,,,,,,,,,2014-06-01,2014-09-30,
47,1,Estruturação do projeto,Ação formada pelo conjunto de atividades necessárias à gestão e monitoramento do projeto.,2013-08-01,2013-08-15,1461.12,0.00,0.00,0.00,1461.12,con,,,,,,,,,,,,,,,,,2013-08-01,2013-08-15,
