idnucleo,nuano,nuplacao,dtcriacao,nmplacao,txresultado,txindicador,txdescricao,dtpinicio,dtpfim,nmresponsavel,nmcolaboradores,nmparceiros,txrecursos,nmfiscal,dtultimaalteracao,stplacao,faceb
20704,2017,5,2017-06-23,CURSOS DE APREFEIÇOAMENTO,Realizar 3 cursos de aperfeiçoamento em 2 meses para o núcleo,"Lista de participação e foto,","Curso de corte
curso de automaquiagem 
curso de designer de sobrancelhas

e outros a definir",2017-05-08,2017-09-25,Núcleo,FORNECEDORES,ACIR,"Espaço para a realização dos cursos
Arte do convite  para divulgar
instrutor para cada curso",Consultora,2017-07-11,termi,false
20704,2017,6,2017-07-11,Qualificações  voltadas para o desenvolvimento Pessoal,Pessoas mais conscientes de seu valor humano,"Lista de presença
fotos
depoimentos no final","Sera feito varias, palestras , oficinas, workshop voltado para o desenvolvimento pessoal",2017-06-26,2017-12-04,SANDRA VIANNA,Núcleo,ACIR,"sala
apostilas
convites",Consultora,2017-12-14,termi,false
20704,2017,7,2017-09-18,Ação Social -Recanto dos Idosos,Fazer cortes e pinturas no recanto dos idosos,lista de participação e fotos,Sera realizado dia 2509,2017-09-04,2017-09-25,Núcleo,,Representantes,"Tintas 
e material de trabalho dos próprios cabeleireiros, cada um levará o seu no evento",Consultora,2017-09-18,nosub,false
20704,2017,8,2017-12-14,Tarde da Beleza nr. 4,Atender 80% das integrantes do núcleo na ação da tarde de beleza,Lista de presença,Cada uma fará um procedimento na colega de acordo coma necessidade da mesma.,2017-07-10,2017-07-25,Núcleo,,NÚCLEO DE REPRESENTANTES,"Produtos
Material de trabalho",consultora,2017-12-14,nosub,false
20704,2017,9,2017-12-14,Tarde da Beleza nr. 5,Compartilhar informações de produtos e experiencias,85 %  do núcleo na ação,cada integrante cabeleireira fara um procedimento na colega de acordo com a necessidade de cada uma,2017-09-18,2017-10-27,Núcleo,,,"Material de cada uma e produtos 
Espaço salão da Jo cedido
Lanche compartilhado",consultora,2017-12-14,nosub,false
20704,2017,10,2017-12-14,4 Ação social,Atender 90 % dos idosos do Recanto com algum serviço de acordo com a necessidade,Lista e foto,"Realizar corte, pintura, hidratação , escova",2017-11-13,2017-12-11,Núcleo,,Rep Praizer,"Produtos da Prizer 
material de trabalho dos cabeleireiros",consultora,2017-12-14,nosub,false
20704,2017,11,2017-12-14,Caravana Pro beleza 2017,88% de participantes na feira,Lista de presença e fotos,Visitar a Feira Pro beleza em Cuiaba,2017-09-25,2017-10-31,Consultora/ NÚCLEO,,ACIR,"transporte
Alimentação",consultora,2017-12-14,nosub,false
20710,2008,1,2008-07-23,Plano de Ação do núcleo de artesanato - I,Aumentar as vendas em 50% em 2008 - aumentar as vendas em 100% em 2009;  Indentificação Cultural e Pesoal do Artesão  Elaboração de três cursos anual no minimo.,elaborar plano de marketing para divulgação dos produtos;  Utilização de ícones culturais da comunidade;  Organizar e ativar Cine Remonti;  Identificar os locais de vendas para divulgação;  Cursos de acabamento;  descobrir a real vocação dos artesãos de Santa Helena;  Cohecer trabalhos de outras regiões mais próximas;,Organizar os artesãos com comprometimento constante,2008-01-22,2009-12-31,Anelize Kozerski,"ACISA, Prefeitura Mnicipal",,"Espaço para reuniões, oficinas e cursos.",Rafaela Gazziero e anelize Kozerski,,termi,false
20710,2009,1,2009-10-30,I CONFERENCIA INTERMUNICIPAL DE CULTURA,NOVOS CONHECIMENTOS NA AREA DA CULTURA E DIVULGAÇÃO DO NUCLEO.,ASSOCIATIVISMO,A CULTURA E O DESENVOLVIMENTO SUSTENTAVEL,2009-10-26,2009-10-26,ANELIZA KOSERSKI,TODOS DO NÚCLEO DE ARTESANATO,ACISA,TRANSPORTE,GEOVANA,,termi,false
20713,2008,1,2008-07-29,VISITA TECNICA FEIRA DA LUA DE RIO NEGRO,"CONHECER A EXPERIENCIA DA FEIRA DA LUA DE RIO NEGRO, QUE ACONTECE SEMANALMENTE AS QUARTAS FEIRAS COM GASTRONOMIA E MENSALMENTE COM O ARTESANATO LOCAL.",FAZER O COMPARATIVO COM A FERA NOTURNA E PROCEDER ÁS MUDANÇAS NECESSÁRIAS PARA QUE SE OBTENHA MAIOR EXITO NAS AÇÕES DO NUCLEO.,VIAGEM VISITA A FEIRA E A LOJA DE ARTESANATO,2008-06-10,2008-06-25,GUILHERME YAREKE,IARA ROGOS,SEBRAE - ROTA DOS TROPEIROS - NÁDIA,"ONIBUS, MARCAR COM PESSOAL DE LÁ PARA RECEPÇÃO E ACOMPANHAMENTO, MATERIAIS DE AVALIAÇÃO",SILVANA,,termi,false
20713,2008,2,2008-10-27,CURSO COMUNICAÇÃO INTERPESSOAL,"OS INTEGRANTES DA FEIRA NOTURNA COM ÓTIMO RELACIONAMENTO E UNIÃO, OTIMIZANDO OS RESULTADOS DA FEIRA, ATRAVÉS DA ADMINISTRAÇÃO DOS CONFLITOS, BUSCA DE MELHORIAS PARA TODOS E DESENVOLVIMENTO DO  GRUPO","INTEGRANTES DO EMPREENDER SE SOBRESSAINDO NA FEIRA, ATRAVÉS DA UNIÃO E MELHORIA DE RESULTADOS.",CURSO COMUNICAÇÃO INTERPESSOAL,2008-06-01,2008-08-01,SILVANA - ANGELA,GUILHERME,SEBRAE - FACIAP,SALA E MATERIAL PARA EXECUÇÃO DAS ATIVIDADES,SILVANA,,termi,false
20713,2008,3,2008-10-27,Palestra Atendimento ao Cliente,MELHORIA NO ATENDIMENTO E RESULTADO NAS VENDAS,MELHORIA NAS VENDAS,PALESTRA ATENDIMENTO AO CLIENTE,2008-09-01,2008-10-15,SILVANA - JAIME,GUILHERME,SEBRAE- FACIAP - ACICLA,"DATA-SHOW, PALESTRANTE, CONVITES PARA OS CURSOS",SILVANA,,termi,false
20713,2008,4,2008-10-27,CURSO COMO GERENCIAR SEU EMPREENDIMENTO,"FEIRANTES UTILIZANDO FERRAMENTAS DE GESTÃO EM SEUS NEGÓCIOS, COM REFLEXO NOS RESULTADOS.","UTILIZAÇÃO NAS BARRACAS, GERENCIAMNETO DE RSULTADOS, SERÃO COBRADOS NAS REUNIÕES DO EMPREENDER O \\\\\\""COLOCAR EM PRÁTICA\\\\\\"".",CURSO COMO GERENCIAR SEU EMPREENDIMENTO,2008-10-01,2008-11-05,SILVANA - JAIME - GUILHERME,GUILHERME,ACICLA SEBRAE FACIAP,MATERAIL PARA CURSO,SILVANA,,termi,false
20719,2008,1,2008-07-29,Capacitação Técnica,"Oficinas: de cortes, penteados, colorimetria, visagismo, bem como o conhecimento de novos produtos, e uso adequado.",Aumento do associativismo e aumento de novos clientes.,"Cursos com carga horária de 8hs em média, com participação teórica e prática.",2008-03-10,2008-07-28,Erica Ferrari Errera,Ieda Larissa de Menezes Rossato-Sebrae,"Empresas Fornecedoras tais como: Alphaparf, Lusty, Germany,Hidratage, Aneethun...","Estrutura da Ace Comercial, cofee break, data-show,flip-chart  Material de salão tais como: tesoura,secador,chapinha,escova,pente, etc (recursos próprios dos participantes).","Ace,cons. regional, analista do Sebrae",,termi,false
20719,2008,2,2008-08-28,Capacitação Técnica,"Conhecimento de novos produtos, e uso adequado.",Aumento do associativismo e aumento de novos clientes.,"Apresentação do resultado dos produtos, com carga horária de 8hs em média, com participação teórica e prática.",2008-08-18,2008-08-26,Erica Ferrari Errera,Ieda Larissa de Menezes Rossato-Sebrae,"Empresas Fornecedoras tais como: Loreal, Hidratage, Aneethun","Estrutura da Ace Comercial, cofee break, data-show,flip-chart Material de salão tais como: tesoura,secador,chapinha,escova,pente, etc (recursos próprios dos participantes).",,,termi,false
20719,2008,3,2008-09-19,Capacitação Técnica,"Oficinas: de colorimetria, progressiva, relaxamento, bem como o conhecimento de novos produtos, e uso adequado.",Aumento do associativismo e aumento de novos clientes.,"Cursos com carga horária de 8hs em média, com participação teórica e prática.",2008-09-08,2008-09-08,Erica Ferrari Errera,Ieda Larissa de Menezes Rossato-Sebrae,"Empresas Fornecedoras tais como: Alphaparf, Lusty, Germany,Hidratage, Aneethun, Kadma...","Estrutura da Ace Comercial, cofee break, data-show,flip-chart Material de salão tais como: tesoura,secador,chapinha,escova,pente, etc (recursos próprios dos participantes).",,,termi,false
20723,2008,1,2008-08-11,Lançamento na cidade de cartão promocional,Aumentar a divulgação entre turistas dos estabelecimentos parceiros do núcleo de turismo (Empresas Amigas do Turismo).,Recebimento nos estabelecimentos parceiros dos cartões promocionais,"ao se hospedar ou contratar uma atividade de turismo, o turista recebe o cartão promocional. Esse cartão dá direito a descontos de 10% nos estabelecimentos parc",2008-04-02,2008-05-27,Giovana Guedes,Mônica Gsparini e Fábio Marques,"Bar e Restaurante Camilli, Restaurante Malagueta, Restaurante Cachoeiras, Auto Posto Amizade","agência de publicidade, gráfica, R$ 400,00, 10 horas de discussão e trabalho.",Beth Miranda,,termi,false
20726,2010,1,2010-10-19,Plano de Ação 2010,"1: Aumentar o volume de vendas brutas em 15%, até janeiro/2012;  2: Alcançar o volume de vendas o setor governamental de 5% das vendas brutas totais das empresas, até janeiro/2012;  3: Aumentar o número de postos de trabalho nas empresas participantes dos projeto em 10% até janeiro/2012;  4: Aumentar o número de clientes das empresas em 10%, até janeiro/2012.",,"Aumentar a competitividade das empresas participantes do Núcleo Setorial de Materiais de Construção da ACIUB, com foco na ampliação de mercado.",2010-07-01,2011-12-31,Janayne Nunes dos Reis,,ACIUB,"R$24.856,00",Janayne Nunes dos Reis,2020-01-21,termi,false
20726,2016,1,2016-10-14,Plano de Ação 2016,"Ser referência no segmento de materiais de construção em Uberlândia e região, sendo reconhecida por sua credibilidade, respeito ao consumidor e excelência no atendimento.","Número de atendimentos
Capacitação dos colaboradores","Com treinamento para os colaboradores, capacitar de modo eficiente a equipe para atendimento mais qualificado. Negociação com fornecedores “classe A”",2016-01-01,2016-12-30,Consultora Viviane A Leal satiro,,,,,2020-01-22,termi,false
20740,2008,1,2008-08-18,"\\""Projeto Profissionalizar para Crescer\\""",Aumento de 30% do faturamento das empresas  Redução em 20 % dos custos operacionais,Lucratividade;  Controle dos custos operacionais,"\\""Projeto Profissionalizar para crescer\\"", um conjunto de ações nas áreas de marketing, Recursos humanos, mercado, processo e gestão empresarial.",2008-01-30,2010-11-30,Wagner Salgado Antico,,SEBRAE Guarulhos,"data show, sala de treinamento",Wagner Salgado Antico,,atras,false
20740,2010,1,2010-06-11,Rodada de Negócios de Guarulhos,Divulgação dos Escritórios e Prospecção de Clientes,Público presente na rodada de negócios e contatos realizados;,Participar da Rodada de Negócios com a aquisição de stand e confecção de material de divulgação,2010-03-30,2010-05-07,Wagner Salgado Antico,todos,clientes dos escritórios,"R$ 6.000,00",Roseli Gonçalves,,termi,false
20743,2008,1,2008-08-26,Semana do Emprego,Elevar o cadastro de currículos da empresas;  Marketing institucional das empresas do núcleo;  melhorar as relações comerciais com as empresas contratantes.,Banco de dados de currículos;  Informações do Consultor de vendas.,"Evento em parceria com a ESPA, ACE e SEBRAE, com o propósito  de oferecer informações e instruções sobre o mercado de trabalho e sua prospecção.",2008-09-26,2008-09-27,Wagner Salgado Antico,Núcleo de Recursos Humanos,"ESPA, SEBRAE e ACE","R$ 10.000,00 - financeiro para divulagação e palestrante;  Espaço - sedido pela ESPA;  Recursos audiovisual - sedidos pela ESPA;  Coffe - Oferecido pelo SEBRAE",comissão formada pelo núcleo,,atras,false
20744,2009,1,2010-06-11,Planejamento de Ações,Planejar e organizar os assuntos e ações a serem tratados pelo grupo,Lista de Presença,Cronograma de ações,2009-12-09,2009-12-09,Wagner Salgado Antico,todos,ACE-Guarulhos,Sala de reuniões - horas técnicas,wagner salgado antico,,termi,false
20753,2008,1,2008-08-28,Plano de Ação Mecanicos,"House keeping, limpeza e arrumação, lay out  ZControle de faturamento, custo de produtos, pós venda.  . Aquisição de novos equipamentos  . Melhoramento no processo produtivo",Aumento de Faturamento  Qualificação da mãe de obra  Treinamento em gestão  Planejamento estratégico,Elaborado através dos resultados obtidos com o Diagnóstico Organizacional,2008-05-01,2008-12-30,Maria Clara F. Scacchetti,Empresários de auto mecanica,Sebrae; Senai,Parceria 100% do Sebrae - Ourinhos e Senai Sta. Cruz do Rio Pardo.  Horas inicialmente de supórte: 5h,Sebrae - Ourinhos e a Agente Maria Clara,,atras,false
20763,2008,1,2008-09-25,Convidar novos integrantes,Aumentar em 50% o número de integrantes,Número de integrantes,os empresários convidarão novos integrantes para fortalecimento do grupo,2008-09-25,2008-10-30,Willian,Todos,,,Erivelton,,termi,false
20765,2009,1,2009-08-17,Consultoria no Módulo de Recursos Humanos - Criação do Manual de Cargos e Funções,"Criação e estruturação de Plano de Cargos e Funções para cada entidade participante;  Relatório Final para cada instituição, contendo metodologia utilizada e o plano de cargos e funções",Nº de Plano de planos criados;  Nº de manuais implantados nas Entidades,Criação e Estruturação de Manual de Cargos e Funções,2009-07-08,2009-10-31,Gestor de cada Entidade,A Definir pelo Gestor,ADECON / FUNDACIM / ACIM,"Deslocamento da Equipe nas entidades para entrevistas  Telefone, Computador, Internet, horas técnicas e partipações em reuiões.",Hudson Natal Ferrarin - Consultor Empree,,termi,false
20784,2008,1,2008-12-30,Campanha Unibela Presenteia vocÊ!,Fidelizar clientes e divulgar a marca UNIBELA,,Campanha promocional de Final de Anos as clientes do Nucleo UNibela,2008-10-14,2009-01-09,Luciana Cristina de Souza,Elizandra Bueno de Godoy,"ACE ; Renato NEto Art Grafica; Hotel Fazenda Floresta do LAgo, Parque dos Sonhos","Cupons para participação na promoção; Urnas para depoista-los, baners de divulgação da campanha e adesivos.",Elizandra,,termi,false
20793,2008,1,2008-09-04,Curso Aprender a Empreender,"O Empreendedor- o que é, um país de empreendedores, as características do comportamento empreendedor    Mercado- quem são meus clientes, concorrentes e fornecedores?    Os números da Empresa- custo fixo, custo variável, margem de contribuição, ponto de equilibrio, claculando o lucro e prejuizo, conhecendo o resultado da empresa, capital de giro e fluxo de caixa, plano de negócios.","Orienta os participantes a entender o mercado consumidor, lidar com a concorrência, escolher fornecedores e definir metas para o futuro.Além disso, vai ensinar a administrar o faturamento da empresa e como funcionam os custos fixos e variáveis, as contribuições obrigatórias, o fluxo de caixa.",Curso com carga horária 24hs-distribuidas em 6 teleaulas,2008-03-03,2008-03-08,Erica Ferrari Errera,Ieda Larissa de Menezes Rossato-Sebrae,ACE e Sebrae,"Estrutura da Ace Comercial, cofee break, data-show,flip-chart, Tv, video e apostila Sebrae.",,,termi,false
20795,2008,1,2008-09-04,Curso Aprender a Empreender,"O Empreendedor- o que é, um país de empreendedores, as características do comportamento empreendedor Mercado- quem são meus clientes, concorrentes e fornecedores? Os números da Empresa- custo fixo, custo variável, margem de contribuição, ponto de equilíbrio, calculando o lucro e prejuízo, conhecendo o resultado da empresa, capital de giro e fluxo de caixa, plano de negócios.","Orienta os participantes a entender o mercado consumidor, lidar com a concorrência, escolher fornecedores e definir metas para o futuro.Além disso, vai ensinar a administrar o faturamento da empresa e como funcionam os custos fixos e variáveis, as contribuições obrigatórias, o fluxo de caixa.",Curso com carga horária 24hs-distribuidas em 6 teleaulas,2008-03-03,2008-03-08,Erica Ferrari Errera,Ieda Larissa de Menezes Rossato-Sebrae,ACE e Sebrae,"Estrutura da Ace Comercial, cofee break, data-show,flip-chart, Tv, video e apostila Sebrae",,,termi,false
20825,2010,1,2010-10-26,Desenvolvimento do Núcleo Setorial de Automecânica,"1:Aumentar em 20% a quantidade de postos de trabalho nas empresas participantes até o fim do projeto;  2:Aumentar em 10% o faturamento das empresas;  3:Promover a melhoria do atendimento, gestão financeira e relações humanas nos processos empresariais nos empreendimentos participantes até o fim do projeto.",,"Promover a melhoria da infraestrutura e da qualidade dos serviços prestados pelas oficinas integrantes do núcleo, visando o estabelecimetno de um padrão no ...",2010-11-16,2012-05-13,Joanicia Sousa de Carvalho,,"Invencível veículos, Lana Auto Peças e Pereira Auto peças","R$114.362,50",Joanicia Sousa de Carvalho,,atras,false
20826,2010,1,2010-10-26,Desenvolvimento do Núcleo Setorial de Ópticas,"1:Aumentar em 30% a quantidade de postos de trabalho nas empresas participantes até o fim do projeto;  2:Aumentar em 20% o faturamento das empresas;  3:Promover a melhoria de pelo menos 90% dos processos empresariais nos empreendimentos participantes até o fim do projeto;  4:Implantar software de melhoria da gestão, financeira e tecnológica em todas as empresas participantes até o fim do projeto.",,Identificar o potencial de mercado e suas variáveis para a fixação do crescimento das empresas do núcleo de ópticas.,2010-11-16,2012-05-13,Joanicia Sousa de Carvalho,,LABONORTE e Labo Óptica,"R$132.640,00",Joanicia Sousa de Carvalho,,atras,false
20832,2008,1,2008-09-30,ASSOCIAÇÃO COMERCIAL,"TROCA DE DIRETORIA E MUDANÇAS NA ATUAÇÃO DA ASSOCIAÇÃO COMERCIAL NO MUNICÍPIO, A ASSOCAIÇÃO COMERCIAL EXERCENDO SEU PAPEL PERANTE AS MICRO E PEQUENAS EMPRESAS NO MUNICÍPIO E REGIÃO.",RESULTADOS DO PROJETO EMPREENDER,NOVA GESTÃO AC,2008-08-01,2008-12-31,Nucleo Empresários,Agente Empreender,nucleos: multisetorial e empresários,Cursos Ideal oferecido pelo Sebrae e reuniões semanais em sala equipada com a presença do agente do empreender.,Agente Empreender,,atras,false
20835,2008,1,2008-09-30,DIAGNÓSTICO,Melhoria na produtividade e otimização de tempo e espaço local.,Resultados,Diagnóstico Panificação,2008-08-01,2008-12-31,Agente Empreender,Nucleados,Sebrae,Participação dos nucleados,Agente Empreender e empresários,,atras,false
20841,2006,1,2008-09-24,Relatório de atividades 2006/2007,,,Relatório geral de atividades,2006-06-21,2007-12-30,Agente do Empreender,,,,,,atras,false
20845,2008,1,2009-09-15,PLANO DE TRABALHO 2008 - CAFELÂNDIA,* Unir o setor;  * Aumentar o faturamento;  * Administrar Estoque com qualidade e produtividade;  * Reduzir a inadimplência;  * Promover melhora na Qualidade do Atendimento;  * Desenvolver estratégia de marketing;  * Fidelizar clientes no comércio local;  * Promover Aumento no quadro de funcionários;,* Unir o setor;  * Aumentar o faturamento;  * Administrar Estoque com qualidade e produtividade;  * Reduzir a inadimplência;  * Promover melhora na Qualidade do Atendimento;  * Desenvolver estratégia de marketing;  * Fidelizar clientes no comércio local;  * Promover Aumento no quadro de funcionários;,* Promover palestras e oficinas/promover feiras de queima de estoque/realizar missões empresáriais/promover ações para fidelizar clientes,2008-01-01,2008-12-31,Maria Dolores,nucleados,AC CAfelândia / Prefeitura Municpal de Cafelândia,* Promover palestras e oficinas    * Promover feira de queima de estoque nas trocas de estação;  * Realizar missões empresarias  * Promover ações para fidelizar  clientes,Maria Dolores,,termi,false
20845,2008,2,2009-09-15,:          PLANO DE AÇÃO  I MEGA LIQUIDAÇÃO,"divulgar as lojas e o núcleo, vender as mercadorias da estação anterior que estão no estoque, fidelizar clientes,mostrar a qualidade dos produtos,fazer capital de giro","divulgar as lojas e o núcleo, vender as mercadorias da estação anterior que estão no estoque, fidelizar clientes,mostrar a qualidade dos produtos,fazer capital de giro","Nas próprias lojas, os nucleados realizaram 2 semanas de promoção com descontos ofertados assim: etiquetas amarelas 20%, vermelha 30% e verde 50%.",2008-11-03,2008-11-14,Maria Dolores,nucleados,AC CAfelândia / Prefeitura Municipal de Cafelândia,"confecção de Banner, adesivos para enfeite das vitrines, contratação de carro de som, confecção de panfletos",Maria Dolores,,termi,false
