idassociacao,idfederacao,nmrazao,nucnpj,dtfundacao,idcidade,nucep,nunumero,dscomplemento,nufone,nufax,nufone2,dsemail,dshomepage,flativo,flvalidado,dsendereco,dsbairro,idbanco,dsagencia,dsconta,dtultimaatualizacao,dtatualizacao,idgestorassociacao,id_tipo_entidade,id_antigo,sigla,sigla_unica,logoentidade,usuario_inclusao,usuario_alteracao,data_inclusao,data_alteracao,dsestado,idpais,nmrassociados
2190,57,Assoc Coml Indl Itupeva,03540385000178,,9261,13295164,575,,1145911775,11 4591-1873,1145911369,gerencia@aceitupeva.com.br,www.aceitupeva.com.br,S,t,Hidelbrando Ferraz 171 Lateral Loja cem,Jardim São Vicente,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2191,57,Assoc Coml Indl de Ituverava,51823847000107,,9262,14500000,277,,1638308900,16 3830-8910,1638308904,acii.ituverava@gmail.com,www.aciituverava.com.br,S,t,rua cor Jose Nunes da Silva 277,CENTRO,,,,2023-04-05,2023-04-05,07170692813,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2192,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE IVAIPORÃ,77777506000136,1970-05-27,6196,86870000,116,"1° andar, sala 05 - Centro Comercial Acisi",43 3472-1301,43 3472-1301,,aciivaipora@onda.com.br,www.acisi.com.br,S,t,AV. Paraná,centro,,,,2019-01-07,2013-01-10,57149798934,1,,,,,sistema,,,,,29,
2193,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE IVATÉ,86864683000140,1993-01-15,6198,87525000,00,,44 3673-1144,44 3673-1144,,suzyfarias@hotmail.com,,S,t,RUA BRASIL,CENTRO,,,,2010-08-23,2010-08-23,,1,,,,,sistema,,,,,29,
2194,38,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE IVINHEMA,24630378000137,1987-01-09,4184,79740000,356,B,67 3442-1030,67 3442-3728,,aciiv.ivinhema@gmail.com,,S,t,AV. PANAMÁ,PIRAVEVE,,,,2012-10-09,2012-10-09,,1,,,,,sistema,,,,,29,
2195,46,Associação Comercial e Empresarial de Jacarezinho,78212511000164,1947-10-10,6205,86400000,732,,4335250661,43 3527-2288,43999144343,acija@faciap.org.br,ACIJAC.COM.BR,S,t,"rua dr Heraclio Gomes, 732",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIJA,,,sistema,pesquisa,,2023-04-05,,29,
2196,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE JAGUAPITÃ,80929706000171,1989-11-10,6211,86610000,550,,43 3272-1018,43 3272-2941,,acejaguapita@cacinp.org.br,acejaguapita@hotmail.com,S,t,AV. PARANÃ,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2197,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE JANDAIA DO SUL,77914273000176,1958-08-14,6213,86900000,290,CAIXA POSTAL 48,43 3432-3443,43 3432-3780,,acijan@colnet.com.br,www.acejan.com.br,S,t,Praça do Café,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2198,55,ASSOCIAÇÃO EMPRESARIAL DE JARAGUÁ DO SUL,84434372000116,2005-04-14,8518,89255055,100,,47 3275-7000,47 3275-7001,47 3275-7010,acijs@acijs.com.br,www.acijs.com.br,S,t,RUA OCTAVIANO LOMBARDI,CZERNIEWICZ,,,,2016-09-21,2012-10-11,00424760975,1,,ACIJS,ACIJS,,sistema,,,,,29,
2199,46,Associação Comercial e Empresarial de Jardim Alegre,78277167000191,2005-04-14,6221,86860000,377,,4334751197,43 3475-1197,,heloa1209@hotmail.com,acejardimalegre@cacinp.org.br,S,t,"Avenida Paraná, 577",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIJA,,,sistema,pesquisa,,2023-04-05,,29,
2200,57,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE JARDINOPOLIS,52398112000146,,9282,14680000,506,,16 3663-6896,16 3663-6832,,acijard@netsite.com.br,,S,t,RUA SÃO SEBASTIÃO,CENTRO,,,,2012-12-12,2012-12-12,,1,,,,,sistema,,,,,29,
2201,57,Assoc Coml Indl de jau,50759679000175,,9285,17201010,321,SALA 4,1436222543,14 3622-8424,1436222374,acij-jau@acij-jau.com.br,www.acij-jau.com.br,S,t,Amaral Gurgel 321 Sl04,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2202,46,Acejota- Associação Comercial e Empresarial de Joaquim Távora,74039983000106,1993-06-13,6230,86455000,783,,4335591415,43 3559-1415,43999740369,alzirashimizo@hotmail.com,www.acejota.com.br,S,t,"Avenida Getúlio Vargas, 620",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACEJOTA,,,sistema,pesquisa,,2023-04-05,,29,
2203,55,ASSOCIAÇÃO EMPRESARIAL DE JOINVILLE,84683416000141,1911-02-16,8521,89221750,2550,,47 3461-3333,47 3461-3375,47 3461-3354,acij@acij.com.br,www.acij.com.br,S,t,AVENIDA ALUISIO PIRES CONDEIXA,SAGUACU,,,,2021-12-16,2012-10-11,13368162870,1,,ACE-JOINVILLE,ACE-JOINVILLE,,sistema,,,,,29,
2206,55,Associação Comercial Industrial de Jupia,03506539000105,1999-11-14,8523,89839000,000,,499983105680,49 3341-0063,49 3341-0063,aciju@yahoo.com.br,",,,",S,t,rua Ponta Pora,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIJU,,,sistema,pesquisa,,2023-04-05,,29,
2207,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE JURANDA,80900517000176,1990-04-25,6235,87355000,1761,ao lado DETRAN,44 3569-1159,44 3569-1159,,acijuranda@hotmail.com,elisacejur@hotmail.com,S,t,AVENIDA BRASIL,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2208,55,ASSOCIAÇÃO EMPRESARIAL DE LAGES,83227108000149,1940-08-19,8525,88506000,2276,,49 3251-6611,49 3251-6608,49 3251-6617,diretoria@acilages.com.br,,S,t,AVENIDA BELIZARIO RAMOS,BEATRIZ,,,,2018-06-07,2013-04-12,02890035980,1,,ACIL,ACIL,,sistema,,,,,29,
2209,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LAGUNA,83711895000108,,8528,88790000,72,SALA 04,48 3644-0060,48 3644-0060,,acil.laguna@facisc.org.br,,S,t,RUA RAULINO HORN,CENTRO,,,,2012-10-10,2012-10-10,,1,,,,,sistema,,,,,29,
2210,57,Assoc Coml Emprl Laranjal Paulista,50798867000102,,9310,18500000,300,,1532831140,15 3283-2496,1532831140,acilp@lonline.com.br,www.acelaranjal.com.br,S,t,rua Silvano Alves Lima 300,Jardim Elite II,,,,2023-04-05,2023-04-05,25026496849,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2212,57,Assoc Coml Indl Agric de Leme,44750420000160,1972-10-11,9315,13610238,106,,1935737100,19 3573-7100,1935737100,gerencial@acileme.com.br,www.acileme.com.br,S,t,Carlos Bonfanti 106 Sede Propria,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2213,57,Assoc Coml Indl de Lencois Paulista,44528065000180,,9316,18680050,161,,1432630837,,1496471376,acilpa@acilpa.com.br,www.acilpa.com.br,S,t,Piedade 161,CENTRO,,,,2023-04-05,2023-04-05,25026496849,1,,,ACE - Lençóis,,sistema,pesquisa,,2023-04-05,,29,
2214,54,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LIBERATO SALZANO,73926719000121,,7835,99690000,234,,55 3755-1145,55 3755-1122,,cont.carli@uol.com.br,,N,t,AV. RIO BRANCO,CENTRO,,,,2020-09-24,2009-06-04,,1,,,,,sistema,,,,,29,
2215,34,Associação Comercial Industrial e de Atividades Turísticas de Lima Duarte,21178884000149,1987-08-03,3347,36140000,175,LOJA 03,3232811592,32 3281-1592,,assem_ld@yahoo.com.br,,S,t,rua Tancredo Alves,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIATLD,,,sistema,pesquisa,,2023-04-05,,29,
2216,57,Assoc Coml Indl de Limeira,51486900000121,,9317,13480041,647,,1934044900,19 3404-4903,1934044908,acil@acil.org.br,www.acil.org.com,S,t,Santa Cruz 647 Centro,CENTRO,,,,2023-04-05,2023-04-05,21848616856,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2219,54,"Associação Comercial e Industrial de Sant' ana do Livramento",96042155000160,,8101,97573531,2101,5º ANDAR,5532423200,55 3242-3200,5532433783,secretaria@acilivramento.com.br,www.acilivramento.com.br,S,t,"Avenida Almirante Tamandaré, 2101 - Edifício Palácio do Comércio - 5º Andar - Centro",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIL,,,sistema,pesquisa,,2023-04-05,,29,
2221,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LONDRINA,76929157000168,1937-06-05,6268,86010905,297,1º andar,43 3374-3000,43 3374-3060,,marcio@acil.com.br,WWW.ACIL.COM.BR,S,t,"RUA RUA MINAS GERAIS, 297",CENTRO,,,,2022-02-19,2022-02-19,,1,,ACIL,ACIL1,,sistema,renato.rossi,,2022-02-19,,29,
2222,57,Assoc Coml Emprl de Louveira,51908119000106,,9323,13290000,380,,1938783055,19 3878-3429,1971056713,acil.louveira@bol.com.br,www.acelouveira.com.br,S,t,Nicola Tarallo 300,VILA BOSSI,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2223,39,Associação Comercial e Empresarial de Lucas do rio Verde,33667031000150,,4389,78455000,199,E,6535491415,65 3549-1415,65984353289,acilve01@terra.com.br,WWW.ACILVELRV.COM.BR,S,t,Avenida são Paulo 199e,CIDADE NOVA,,,,2023-04-05,2023-04-05,,1,,ACILVE,,,sistema,pesquisa,,2023-04-05,,29,
2224,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE LUNARDELLI,00628873000143,1995-01-04,6273,86935000,350,,43 3478-1236,43 3478-1150,,acillunardelli@hotmail.com,escritoriosegilo@hotmail.com,S,t,RUA SÃO PAULO,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2225,46,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E AGRÍCOLA DE LUIZIANA",05260874000100,2005-04-14,6272,87290000,1239,,44 3571-1261,,,acial@irapida.om.br,ferricontabilidade@uol.com.br,S,t,AV. LIBERDADE,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2226,57,Assoc Coml Emprl de Macatuba,49892946000107,,9331,17290000,459,,1432681522,14 3268-1522,1432681753,acemacatuba@hotmail.com,www.acemacatuba.com.br,S,t,rua Desiderio Minetto 459,CENTRO,,,,2023-04-05,2023-04-05,25026496849,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2227,57,Assoc Coml Indl Macaubal,65712283000140,,9332,15270000,490,,1738741546,,17981563662,macaubal@sii-facesp.com.br,www.facesp.com.br,S,t,rua Sebastiao dib 490,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2228,55,ASSOCIAÇÃO EMPRESARIAL DE MAFRA,82745225000131,1952-07-02,8543,89300000,266,,47 3642-4445,47 3642-0778,47 3642-4445,executiva@acimafra.com.br,www.acimafra.com.br,S,t,R. Felipe Schmid,Centro,,,,2017-10-25,2012-10-11,06900489982,1,,ACE - Mafra,ACE - Mafra,,sistema,,,,,29,
2230,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MANDAGUAÇU,73323784000162,1993-06-28,6283,87160000,44,,44 3245-2116,44 3245-3126,,acimandaguacu@gmail.com,fabriciomartelozzi@gmail.com,S,t,Rua Rocha Loures,CENTRO,,,,2013-08-02,2013-08-02,,1,,,,,sistema,,,,,29,
2231,57,Assoc Coml Indl de Manduri,01404824000190,,9340,18780000,400,SALA 03,14997871229,,14997871229,acemanduri@bol.com.br,acemanduri@bol.com.br,S,t,rua rio de Janeiro 400 Sala 03,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2232,46,Aciman Associação Comercial Empresarial de Mangueirinha,78072725000182,1984-05-07,6288,85540000,195,,4632431391,46 3243-1639,46984045021,aciman@aciman.com.br,ACIMAN.COM,S,t,"rua Barão do rio Branco, 195",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIMAN,,,sistema,pesquisa,,2023-04-05,,29,
2233,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MANOEL RIBAS,78600673000170,1986-03-08,6289,85260000,681,,43 3435-1383,,,acimar1@hotmail.com,preadm15@hotmail.com,S,t,AV. SERGIPE,CENTRO,,,,2015-06-25,2013-07-04,58457143972,1,,,,,sistema,,,,,29,
2234,34,Associação Comercial Empresarial Mantena,18949107000146,,3375,35290000,247,,3332411417,33 3241-1711,33988098442,acim@brsite.com.br,https://mantena.cdls.org.br/,S,t,rua sao Francisco 247,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE MANTENA,,,sistema,pesquisa,,2023-04-05,,29,
2235,32,Associação Comercial Industrial e Agronegocios de Mara Rosa,33334798000167,,2225,76490000,00,,6233661370,,62 8522-1331,acimar@cultura.com.br,https://aciamar.com.br/#,S,t,Avenida Pedro Ludovico,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIAMAR,,,sistema,pesquisa,,2023-04-05,,29,
2236,55,ASSOCIAÇÃO EMPRESARIAL DE MARAVILHA,83230573000139,2002-06-06,8549,89874000,203,,49 3664-0414,49 3664-0837,,recepcao@aemaravilha.com.br,http://aemaravilha.com.br,S,t,,CENTRO,,,,2023-01-06,2023-01-06,,1,,AE - Maravilha,,,sistema,Mluiza,,2023-01-06,,29,
2241,46,Associação Comercial e Industrial de Maripá,00419550000140,,6310,85955000,511,Quadra 30 Lote 05,4436871263,44 3687-1132,44 9935-3275,acima_maripa@hotmail.com,,S,t,Avenida Farrapos 511 - Sala 3,CENTRO,,,,2023-04-05,2023-04-05,,1,,Acima,,,sistema,pesquisa,,2023-04-05,,29,
2242,46,Associação Comercial e Empresarial de Marmeleiro,78676913000110,1986-08-08,6314,85615000,114,SL 05,4635251569,46 3525-1569,46999316223,aci_marr@hotmail.com,https://www.acimarmarmeleiro.com.br,S,t,"rua Telmo Octávio Müller, 186",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIMAR,,,sistema,pesquisa,,2023-04-05,,29,
2243,57,Assoc Coml Emprl de Martinopolis,51397818000120,,9353,19500000,622,,1832751376,18 3275-3900,1832751376,ace@wsim.com.br,ace.martinopolis@hotmail.com,S,t,rua Jose Maria Sanches 311,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2244,57,Assoc Coml Emprl de Matao,52315447000153,,9354,15990340,1290,,1633834500,16 3384-7168,1633834500,ace@acematao.com.br,www.acematao.com.br,S,t,Cesario Motta 1290,VILA SANTA CRUZ,,,,2023-04-05,2023-04-05,07170692813,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2245,46,Associação Comercial e Emrpesarial de Matelândia,77318897000120,1977-05-18,6320,85887000,505,,4532621381,45 3262-2950,4532622950,acima@acima.org.br,www.acima.org.br,S,t,"rua Marechal Floriano, 505",CENTRO,,,,2023-04-05,2023-04-05,03691604951,1,,ACIMA,ACE-MATELANDIA,,sistema,pesquisa,,2023-04-05,,29,
2246,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MATINHOS,78178464000180,2005-04-14,6321,83260000,485,BOM RETIRO,41 3453-2345,41 0453-6084,,acima@acimamatinhos.com.br,www.acimamatinhos.com.br,S,t,AV. CURITIBA,CENTRO,,,,2010-08-23,2010-08-23,,1,,,,,sistema,,,,,29,
2248,18,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MAUÉS,14178362000181,1965-05-19,247,69190000,131,SOBRELOJA,92 3542-1632,92 3542-1483,,guavitan@argo.com.br,,S,t,RUA MIRANDA LEÃO,CENTRO,,,,2009-05-06,2009-05-06,,1,,,,,sistema,,,,,29,
2249,46,Associação Empresarial de Medianeira,77815603000176,2005-04-14,6326,85884000,700,CAIXA POSTAL 256,4532641273,45 3264-1273,45991230510,acime@acime.com.br,https://acime.com.br/,S,t,"Avenida José Callegari, 700",CENTRO,,,,2023-04-05,2023-04-05,06855112943,1,,ACIME,ACIME,,sistema,pesquisa,,2023-04-05,,29,
2251,50,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL MÉIER,27923051000141,,7043,20735110,43,Sala 201,21 3274-1920,21 3274-1991,,acemeier@acemeier.com.br,www.acemeier.com.br,S,t,MANUELA BARBOSA,MEIER,,,,2012-12-03,2012-12-03,,1,,,,,sistema,,,,,29,
2252,57,Assoc Coml Indl Miguelopolis,60254406000122,,9359,14530000,555,FUNDOS,1638352120,,1638352120,criscostasilva22@hotmail.com,,S,t,av Rodolfo Jorge 555 Casa,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2254,32,Associação Comercial e ind de Mineiros,02751501000135,,2234,75830002,67,,6436611133,64 3661-3244,,acim@mineirosnet.com.br,Acimineiros.com.br,S,t,Oitava Avenida n67,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIM,,,sistema,pesquisa,,2023-04-05,,29,
2255,52,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MINISTRO ANDREAZZA,03721657000136,,7339,78981000,5454,,69 3448-2521,69 3448-2336,,associacaocomercial@hotmail.com,,S,t,Av Pau-Brasil,Centro,,,,2012-10-26,2012-10-26,,1,,,,,sistema,,,,,29,
2256,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MIRABELA,21353669000137,,3418,39420000,208,,38 3239-1657,38 3239-1657,,acimmirabela@hotmail.com,,S,t,Waldomiro Fonseca Soares,SÃO GERALDO,,,,2015-04-27,2012-10-23,,1,,,,,sistema,,,,,29,
2257,34,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MIRAÍ,26146340000119,,3421,36790000,428,SALA 101,32 3426-1167,33 2234-2617,32 3426-1388,acimi@interminas.com.br,,S,t,Avenida Presidente Medice,CENTRO,,,,2012-10-23,2012-10-23,,1,,,,,sistema,,,,,29,
2258,38,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE MIRANDA,15465339000130,1983-07-17,4198,79380000,149,SALA C,67 3242-1187,,67 3242-1004,acim@acimiranda.com.br,,S,t,RUA FRANCISCO REBUÁ,CENTRO,,,,2012-10-09,2012-10-09,,1,,,,,sistema,,,,,29,
2259,58,Associação Comercial e Industrial de Miranorte,26635896000179,,9883,77660000,1211,,6333551222,63 3355-1222,,acim.acim@hotmail.com,acim.btor.app.br,S,t,av Bernardo Sayão N°1211,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIM,,,sistema,pesquisa,,2023-04-05,,29,
2260,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE MISSAL,78103041000109,2005-04-14,6335,85890000,225,ANEXO A ESCOLA DO TRABALHO,45 3244-2218,45 3244-2218,45 3244-1184,acimi@brturbo.com.br,acimissal2012@hotmail.com,S,t,Rua Dom Pedro I,CENTRO,,,,2020-07-15,2013-01-10,05766487959,1,,ACE - Missal,ACE - Missal,,sistema,,,,,29,
2261,57,Assoc Coml Indl Mococa,46396925000102,,9368,13730250,741,,1936666600,,1936666606,juridico@acimococa.com.br,www.acimococa.com.br,S,t,Visconde do rio Branco 741,CENTRO,,,,2023-04-05,2023-04-05,05240814848,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2262,55,Associação Comercial Industrial de Modelo,78481843000144,,8562,89872000,138,,49999701402,,49999701402,executivo@modelo.cdl-sc.org.br,www.acimo.com.br,S,t,rua Duque de Caxias 138,CENTRO,,,,2023-04-05,2023-04-05,,1,,Acimo,,,sistema,pesquisa,,2023-04-05,,29,
2264,57,Assoc Coml Indl Monte Alto,49146152000196,,9377,15910000,583,,1632442001,,1632442001,contato@acima.com.br,http://www.acima.com.br,S,t,rua Gustavo de Godoy 583,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2265,57,Assoc Coml Indl Monte Aprazivel,45726023000116,,9378,15150000,415,"SALA 20, CP 49",1732751832,,1732753510,acima@genesysnet.com.br,www.acima.com.br,S,t,rua Presidente Vargas 415,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2266,32,ASSOCIAÇÃO COM.  IND. DE MONTIVIDIU,,2005-04-14,2238,75915000,,,64 3629-1470,64 3629-1159,,edsoncoutinho@yahoo.com.br,,N,f,Av. Rio Verde nº 284 2º andar,CENTRO,,,,,,,1,,,,,sistema,,,,,29,
2267,32,Associação Comercial Industrial Agropecuaria e Turismo de Morrinhos,02370476000140,,2240,75650000,839,,64992904203,64 3413-6777,6434131599,acim@acimorrinhos.com.br,ACIMCDLMORRINHOS.COM.BR,S,t,rua Pernambuco nº 839,SETOR OESTE,,,,2023-04-05,2023-04-05,,1,,ACIM,,,sistema,pesquisa,,2023-04-05,,29,
2268,57,Assoc Coml Indl Morro Agudo,64924913000187,,9386,14640000,400,,1638513103,16 3851-2645,1692042901,fernando@acimorroagudo.com.br,www.acimorroagudo.com.br,S,t,rua Nove de Julho 400 Sala Comercial,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2269,57,ASSOCIAÇÃO COMERCIAL DE MORUNGABA,02522205000162,,9388,13260000,26,SALA 05,11 4014-6555,11 4014-6966,,acrim@terra.com.br,,S,t,RUA PEREIRA CARDOSO,CENTRO,,,,2010-09-08,2010-09-08,,1,,,,,sistema,,,,,29,
2270,51,Associação Comercial e Industrial de Mossoró,09394297000191,,7220,59600170,228,,8433161018,84 3316-1018,84994444009,acim_mossoro@hotmail.com,www.acimmossoro.com.br,S,t,"Rua: Santos Dumont, 228",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACIM,,,sistema,pesquisa,,2023-04-05,,29,
2271,27,Associação Comercial e Empresarial de Mucuri,42703165000170,,854,45930000,543,,7332061324,,73999181324,acimucuri@hotmail.com,ace_mucuri@hotmail.com,S,t,"rua Raul Gazinelli, 543",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACE MUCURI,,,sistema,pesquisa,,2023-04-05,,29,
2272,38,Associacao Comercial e Empresarial de Mundo Novo,03909157000122,1977-10-02,4203,79980000,862,,6734741335,67 3474-1584,67991002525,acimn@hotmail.com,https://www.acemn.com.br/,S,t,rua Voluntarios da Patria,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACEMN,,,sistema,pesquisa,,2023-04-05,,29,
2273,58,"ASSOCIAÇÃO COMERCIAL, INDUSTRIAL E PRESTACIONAL DE NATIVIDADE",,2005-04-14,9890,77370000,,,63 3372-1477,63 3372-1201,,acina@bol.com.br,,N,f,Av. V.3  nº 101,CENTRO,,,,,,,1,,,,,sistema,,,,,29,
2274,55,ASSOCIAÇÃO EMPRESARIAL DE NAVEGANTES,72318090000174,,8571,88375000,791,1º ANDAR,47 3342-2037,47 3342-1465,,acin@acin.com.br,www.acin.com.br,S,t,AV. JOÃO SACAVEM,CENTRO,,,,2012-10-10,2012-10-10,,1,,,,,sistema,,,,,29,
2276,57,Assoc Coml de Nazare Paulista,01821275000159,,9396,12960000,14,,1175712629,,1100000000,acenpacemp1997@hotmail.com,www.acenp.com.br,S,t,rua Joao de Passos 25,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2277,57,Assoc Coml Indl de Nhandeara,49677032000115,,9398,15190000,698,,1734721565,17 3472-1206,1734721565,acinhadeara@acinhadeara.com.br,www.acinnhandeara.com.br,S,t,rua Antonio Bento de Oliveira 82,CENTRO,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2278,38,Associação Comercial e Industrial de Nova Alvorada do sul - ms,03280789000170,1997-02-27,4208,79140000,64,,67992544155,67 3456-1136,6734561675,acinas@brturbo.com.br,nao temos,S,t,"Rua: Cassiano Leal Pael, n° 454",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACINAS,,,sistema,pesquisa,,2023-04-05,,29,
2279,38,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DE NOVA ANDRADINA,15487796000126,1985-03-25,4210,79750000,1840,,67 3441-1955,67 3441-4662,,acinams@bol.com.br,,S,t,Av.Antonio Joaquim de Moura Andrade,CENTRO,,,,2013-06-28,2013-06-28,,1,,,,,sistema,,,,,29,
2280,46,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE NOVA AURORA,78105491000122,1984-05-31,6356,85410000,492,,45 3243-1651,45 3243-1365,,acinapr@yahoo.com.br,acina.capacitar@hotmail.com,S,t,RUA MANAUS,CENTRO,,,,2013-11-14,2013-01-10,02069448967,1,,,,,sistema,,,,,29,
2281,39,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE NOVA BANDEIRANTES,01083110000127,,4405,78565000,121,,,,,iqcunha@hotmail.com,iqcunha@novabandnet.com.br,S,t,RUA LAZARO M. DOS SANTOS,CENTRO,,,,2013-07-11,2013-07-11,,1,,,,,sistema,,,,,29,
2283,55,Associacao Comercial e Industrial de Nova Erechim,01041223000160,,8574,89865000,49,,49988369991,49 3333-0344,49988369991,executivo@novaerechim.cdl-sc.org.br,0,S,t,"rua Santos Dumont, 84",CENTRO,,,,2023-04-05,2023-04-05,,1,,ACINE,,,sistema,pesquisa,,2023-04-05,,29,
2284,57,Assoc Coml Indl Nova Granada,51849743000171,,9410,15440000,105,,1732623170,17 3262-1087,1732623170,acing1@itelefonica.com.br,acnovagranada@hotmail.com,S,t,rua Maria Rosa do Nascimento 105,PQ DAS AMERICAS,,,,2023-04-05,2023-04-05,,1,,,,,sistema,pesquisa,,2023-04-05,,29,
2285,46,ASSOCIAÇÃO COMERCIAL E EMPRESARIAL DA COMARCA DE NOVA LONDRINA,78195187000113,,6368,87970000,498,,44 3432-1490,44 3432-1321,,acinol@hotmail.com,,S,t,AVENIDA BRASIL,CENTRO,,,,2013-01-10,2013-01-10,,1,,,,,sistema,,,,,29,
2287,54,Associação Comercial e Industrial de Nova Petrópolis,90481151000100,,7910,95150000,1700,"SALA 01, CAIXA POSTAL 168",5432811700,54 3033-0055,,acinp@acinp.com.br,www.acinp.com.br,S,t,av Padre Afonso Theobald 1700,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACINP,,,sistema,pesquisa,,2023-04-05,,29,
2288,46,"Associação Comercial, Industrial e Agropecuária de Nova Santa Rosa",77816171000118,2005-04-14,6374,85930000,1300,CAIXA POSTAL 53,4532531304,45 3253-1304,45 3253-1170,acinsar2@hotmail.com,www.acinsar.com.br,S,t,"Avenida Horizontina, 1300",CENTRO,,,,2023-04-05,2023-04-05,58357491049,1,,ACINSAR,,,sistema,pesquisa,,2023-04-05,,29,
2289,39,Associação Comercial e Empresarial de Sorriso,03188778000164,,4326,78890137,230,,6635441454,,66999653873,aces@aces-sorriso.com.br,WWW.ACES-SORRISO.COM.BR,S,t,rua Tenente Lira – nº 230,CENTRO,,,,2023-04-05,2023-04-05,,1,,ACES,,,sistema,pesquisa,,2023-04-05,,29,
2290,55,ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE NOVA TRENTO,02860822000178,,8579,88270000,00,,48 3267-1199,48 3267-0939,,acint@brturbo.com.br,,N,t,RUA NICOLAU BADO,CENTRO,,,,2020-09-29,2013-04-26,00490559093,1,,,,,sistema,,,,,29,
